V5.JCUbiol1;2583
B1abv;105592
B1abv;105472
B1abv;105703
B1abv;105752
B1abv;105531
B1abv;105477
B1abv;105615
B1abv;105585
B1abv;105519
B1abv;105536
B1abv;105683
B1abv;105677
B1abv;105606
B1abv;105604
B1abv;105748
B1abv;105726
B1abv;105645
B1abv;105530
B1abv;105565
B1abv;105532
B1abv;105533
B1abv;105647
B1abv;105648
B1abv;105626
B1abv;105538
B1abv;105696
B1bbv;105560
B1bbv;105554
B1bbv;105579
B1bbv;105675
B1bbv;105733
B1bbv;105542
B1bbv;105687
B1bbv;105480
B1bbv;105711
B1bbv;105729
B1bbv;105488
B1bbv;105672
B1bbv;105723
B1bbv;105525
B1bbv;105625
B1bbv;105509
B1bbv;105694
B1bbv;105503
B1bbv;105709
B1bbv;105570
B1bbv;105704
B1bbv;105654
B1bbv;105581
B1bbv;105720
B1bbv;105706
B1bbv;105669
B1cbv;105540
B1cbv;105739
B1cbv;105473
B1cbv;105568
B1cbv;105722
B1cbv;105552
B1cbv;105624
B1cbv;105623
B1cbv;105717
B1cbv;105685
B1cbv;105487
B1cbv;105564
B1cbv;105668
B1cbv;105489
B1cbv;105508
B1cbv;105667
B1cbv;105736
B1cbv;105535
B1cbv;105616
B1cbv;105576
B1cbv;105737
B1cbv;105541
B1cbv;105557
B1cbv;105629
B1cbv;105510
B1cbv;105724
B1dbv;105602
B1dbv;105594
B1dbv;105740
B1dbv;105712
B1dbv;105641
B1dbv;105643
B1dbv;105718
B1dbv;105551
B1dbv;105575
B1dbv;105486
B1dbv;105636
B1dbv;105656
B1dbv;105644
B1dbv;105659
B1dbv;105518
B1dbv;105635
B1dbv;105600
B1dbv;105715
B1dbv;105479
B1dbv;105665
B1dbv;105646
B1dbv;105587
B1dbv;105632
B1dbv;105649
B1dbv;105631
V1fbv;105705
V1fbv;105558
V1fbv;105524
V1fbv;105689
V1fbv;105627
V1fbv;105595
V1fbv;105603
V1fbv;105596
V1fbv;105713
V1fbv;105516
V1fbv;105628
V1fbv;105511
V1fbv;105490
V1fbv;105727
V1fbv;105708
V1fbv;105586
V1fbv;105513
V1fbv;105597
V1fbv;105716
V1fbv;105678
V1fbv;105618
V1fbv;105584
V1fbv;105738
V1fbv;105522
V1fbv;105691
V1fbv;105734
V1fbv;105749
V1gbv;105637
V1gbv;105569
V1gbv;105593
V1gbv;105638
V1gbv;105707
V1gbv;105491
V1gbv;105609
V1gbv;105478
V1gbv;105494
V1gbv;105642
V1gbv;105582
V1gbv;105660
V1gbv;105563
V1gbv;105610
V1gbv;105608
V1gbv;105607
V1gbv;105562
V1gbv;105561
V1gbv;105546
V1gbv;105728
V1gbv;105666
V1gbv;105680
V1gbv;105550
V1gbv;105589
V1gbv;105507
V1gbv;105663
V1gbv;105549
V1gbv;105679
V5.JCUwisB1;2583
V5.JCUwisD1;2583
V1hbv;105547
V1hbv;105699
V1hbv;105650
V1hbv;105700
V1hbv;105580
V1hbv;105544
V1hbv;105548
V1hbv;105573
V1hbv;105684
V1hbv;105496
V1hbv;105545
V1hbv;105652
V1hbv;105725
V1hbv;105622
V1hbv;105526
V1hbv;105751
V1hbv;105590
V1hbv;105719
V1hbv;105651
V1hbv;105695
V1hbv;105655
V1hbv;105588
V1hbv;105621
V1hbv;105583
V1hbv;105555
V1hbv;105598
V1hbv;105744
V1hbv;105681
G2gak;105348
G2gak;105404
G2gak;105325
G2gak;105292
G2gak;105304
G2gak;105366
G2gak;105314
G2gak;105368
G2gak;105371
G2gak;105428
G2gak;105429
G2gak;105318
G2gak;105430
G2gak;105375
G2gak;105328
G2gak;105377
G2gak;105380
G2gak;105383
G2gak;105393
G2gak;105289
G2gbi;105348
G2gbi;105404
G2gbi;105325
G2gbi;105292
G2gbi;105304
G2gbi;105366
G2gbi;105314
G2gbi;105368
G2gbi;105371
G2gbi;105428
G2gbi;105429
G2gbi;105318
G2gbi;105430
G2gbi;105375
G2gbi;105328
G2gbi;105377
G2gbi;105380
G2gbi;105383
G2gbi;105393
G2gbi;105289
G2gdu;105289
G2gdu;105348
G2gdu;105404
G2gdu;105325
G2gdu;105292
G2gdu;105304
G2gdu;105366
G2gdu;105314
G2gdu;105368
G2gdu;105371
G2ggs;105289
G2ggs;105348
G2ggs;105404
G2ggs;105325
G2ggs;105292
G2ggs;105304
G2ggs;105366
G2ggs;105314
G2ggs;105368
G2ggs;105371
G2ggs;105428
G2ggs;105429
G2ggs;105318
G2ggs;105430
G2ggs;105375
G2ggs;105328
G2ggs;105377
G2ggs;105380
G2ggs;105383
G2ggs;105393
G2gdu;105428
G2gdu;105429
G2gdu;105318
G2gdu;105430
G2gdu;105375
G2gdu;105328
G2gdu;105377
G2gdu;105380
G2gdu;105383
G2gdu;105393
G2gen;105289
G2gen;105348
G2gen;105404
G2gen;105325
G2gen;105292
G2gen;105304
G2gen;105366
G2gen;105314
G2gen;105368
G2gen;105371
G2gen;105428
G2gen;105429
G2gen;105318
G2gen;105430
G2gen;105375
G2gen;105328
G2gen;105377
G2gen;105380
G2gen;105383
G2gen;105393
G2gfa;105289
G2gfa;105348
G2gfa;105404
G2gfa;105325
G2gfa;105292
G2gfa;105304
G2gfa;105366
G2gfa;105314
G2gfa;105368
G2gfa;105371
G2gfa;105428
G2gfa;105429
G2gfa;105318
G2gfa;105430
G2gfa;105375
G2gfa;105328
G2gfa;105377
G2gfa;105380
G2gfa;105383
G2gfa;105393
G2glo;105289
G2glo;105348
G2glo;105404
G2glo;105325
G2glo;105292
G2glo;105304
G2glo;105366
G2glo;105314
G2glo;105368
G2glo;105371
G2glo;105428
G2glo;105429
G2glo;105318
G2glo;105430
G2glo;105375
G2glo;105328
G2glo;105377
G2glo;105380
G2glo;105383
G2glo;105393
G2gmen;105289
G2gmen;105348
G2gmen;105404
G2gmen;105325
G2gmen;105292
G2gmen;105304
G2gmen;105366
G2gmen;105314
G2gmen;105368
G2gmen;105371
G2gmen;105428
G2gmen;105429
G2gmen;105318
G2gmen;105430
G2gmen;105375
G2gmen;105328
G2gmen;105377
G2gmen;105380
G2gmen;105383
G2gmen;105393
G2gmu;105289
G2gmu;105348
G2gmu;105404
G2gmu;105325
G2gmu;105292
G2gmu;105304
G2gmu;105366
G2gmu;105314
G2gmu;105368
G2gmu;105371
G2gmu;105428
G2gmu;105429
G2gmu;105318
G2gmu;105430
G2gmu;105375
G2gmu;105328
G2gmu;105377
G2gmu;105380
G2gmu;105383
G2gmu;105393
G2gne;105348
G2gne;105404
G2gne;105325
G2gne;105292
G2gne;105304
G2gne;105366
G2gne;105314
G2gne;105368
G2gne;105371
G2gne;105428
G2gne;105429
G2gne;105318
G2gne;105430
G2gne;105375
G2gne;105328
G2gne;105377
G2gne;105380
G2gne;105383
G2gne;105393
G2gne;105289
G2gns;105348
G2gns;105404
G2gns;105325
G2gns;105292
G2gns;105304
G2gns;105366
G2gns;105314
G2gns;105368
G2gns;105371
G2gns;105428
G2gns;105429
G2gns;105318
G2gns;105430
G2gns;105375
G2gns;105328
G2gns;105377
G2gns;105380
G2gns;105383
G2gns;105393
G2gns;105289
G2gwi;105348
G2gwi;105404
G2gwi;105325
G2gwi;105292
G2gwi;105304
G2gwi;105366
G2gwi;105314
G2gwi;105368
G2gwi;105371
G2gwi;105428
G2gwi;105429
G2gwi;105318
G2gwi;105430
G2gwi;105375
G2gwi;105328
G2gwi;105377
G2gwi;105380
G2gwi;105383
G2gwi;105393
G2gwi;105289
G2hak;105288
G2hak;105405
G2hak;105298
G2hak;105406
G2hak;105301
G2hak;105355
G2hak;105307
G2hak;105415
G2hak;105358
G2hak;105364
G2hak;105425
G2hak;105372
G2hak;105321
G2hak;105331
G2hak;105386
G2hak;105389
G2hak;105442
G2hak;105445
G2hbi;105288
G2hbi;105405
G2hbi;105298
G2hbi;105406
G2hbi;105301
G2hbi;105355
G2hbi;105307
G2hbi;105415
G2hbi;105358
G2hbi;105364
G2hbi;105425
G2hbi;105372
G2hbi;105321
G2hbi;105331
G2hbi;105386
G2hbi;105389
G2hbi;105442
G2hbi;105445
G2hdu;105288
G2hdu;105405
G2hdu;105298
G2hdu;105406
G2hdu;105301
G2hdu;105355
G2hdu;105307
G2hdu;105415
G2hdu;105358
G2hdu;105364
G2hdu;105425
G2hdu;105372
G2hdu;105321
G2hdu;105331
G2hdu;105386
G2hdu;105389
G2hdu;105442
G2hdu;105445
G2hen;105288
G2hen;105405
G2hen;105298
G2hen;105406
G2hen;105301
G2hen;105355
G2hen;105307
G2hen;105415
G2hen;105358
